rank,athlete_name,country,div_rank,gender_rank,overall_rank,designation,bib,division,points,swim_time,swim_time_detail,swim_div_rank,swim_gender_rank,swim_overall_rank,transition_1,transition_1_detail,bike_time,bike_time_detail,bike_div_rank,bike_gender_rank,bike_overall_rank,transition_2,transition_2_detail,run_time,run_time_detail,run_div_rank,run_gender_rank,run_overall_rank,finish_time
397,Ulrike Hache,,65,397,397,Finisher,803,F40-44,3569,1:05:25,1:05:25,32,188,188,0:05:35,0:05:35,7:13:40,7:13:40,81,483,483,0:07:14,0:07:14,3:52:38,3:52:38,65,397,397,12:24:32
398,Anthonella Alarcon,EC,50,398,398,Finisher,1179,F25-29,3484,1:21:29,1:21:29,85,783,784,0:03:24,0:03:24,7:19:59,7:19:59,74,622,622,0:04:15,0:04:15,3:35:35,3:35:35,50,398,398,12:24:42
399,Christine Glah,US,1,399,399,Finisher,313,F60-64,5000,1:07:22,1:07:22,3,242,242,0:05:39,0:05:39,6:56:32,6:56:32,2,366,366,0:07:36,0:07:36,4:07:55,4:07:55,1,399,399,12:25:05
400,Ruiwen Xie,CN,88,400,400,Finisher,708,F30-34,3185,1:21:38,1:21:38,138,791,792,0:07:11,0:07:11,6:59:23,6:59:23,98,501,501,0:06:08,0:06:08,3:50:58,3:50:58,88,400,400,12:25:18
401,Vanessa Semadeni,DE,34,401,401,Finisher,1045,F50-54,3797,1:14:36,1:14:36,45,549,549,0:05:40,0:05:40,6:42:05,6:42:05,23,328,328,0:07:51,0:07:51,4:15:07,4:15:07,34,401,401,12:25:19
402,Melissa Postoll-Downs,US,51,402,402,Finisher,1142,F25-29,3474,0:53:45,0:53:45,2,18,18,0:05:24,0:05:24,7:18:59,7:18:59,56,426,426,0:04:40,0:04:40,4:02:43,4:02:43,51,402,402,12:25:31
403,Jade White,,89,403,403,Finisher,696,F30-34,3183,1:12:13,1:12:13,84,449,449,0:09:29,0:09:29,6:49:44,6:49:44,87,385,385,0:08:37,0:08:37,4:05:27,4:05:27,89,403,403,12:25:31
404,Catherine Houseaux,FR,2,404,404,Finisher,349,F60-64,4994,1:21:34,1:21:34,16,785,786,0:07:51,0:07:51,6:20:42,6:20:42,1,240,240,0:05:32,0:05:32,4:29:55,4:29:55,2,404,404,12:25:34
405,Emma Taylor,US,90,405,405,Finisher,660,F30-34,3182,1:10:37,1:10:37,75,371,371,0:05:06,0:05:06,6:49:46,6:49:46,80,341,341,0:04:29,0:04:29,4:15:38,4:15:38,90,405,405,12:25:35
406,Paola Sprea Carrijo,BR,63,406,406,Finisher,219,F35-39,3211,1:11:24,1:11:24,60,411,411,0:08:21,0:08:21,6:50:44,6:50:44,55,376,376,0:08:56,0:08:56,4:06:12,4:06:12,63,406,406,12:25:36
407,Mirjana Rankovic,,66,407,407,Finisher,801,F40-44,3555,1:02:59,1:02:59,23,130,130,0:04:37,0:04:37,7:09:32,7:09:32,68,419,419,0:05:36,0:05:36,4:03:00,4:03:00,66,407,407,12:25:44
408,Chelsea Wolfe,,91,408,408,Finisher,541,F30-34,3178,1:02:58,1:02:58,25,127,127,0:05:07,0:05:07,6:46:26,6:46:26,73,279,279,0:06:28,0:06:28,4:24:53,4:24:53,91,408,408,12:25:53
409,Katherine Hallock,US,64,409,409,Finisher,207,F35-39,3206,1:14:49,1:14:49,83,561,561,0:09:34,0:09:34,7:19:43,7:19:43,92,619,619,0:06:42,0:06:42,3:35:15,3:35:15,64,409,409,12:26:03
410,Emma Mckie,GB,52,410,410,Finisher,1147,F25-29,3467,1:11:17,1:11:17,58,403,403,0:04:53,0:04:53,6:34:57,6:34:57,36,250,250,0:03:53,0:03:53,4:31:11,4:31:11,52,410,410,12:26:09
411,Aafke Willemsen,,42,411,411,Finisher,1456,F45-49,3502,1:20:31,1:20:31,106,756,757,0:05:44,0:05:44,6:57:57,6:57:57,48,478,478,0:04:12,0:04:12,3:57:51,3:57:51,42,411,411,12:26:14
412,Brie Mcsherry,,67,412,412,Finisher,851,F40-44,3538,1:15:22,1:15:22,101,579,579,0:07:43,0:07:43,7:14:29,7:14:29,90,575,575,0:06:25,0:06:25,3:43:11,3:43:11,67,412,412,12:27:10
413,Jamie Behrendt,NL,53,413,413,Finisher,1215,F25-29,3454,1:17:02,1:17:02,72,625,625,0:05:22,0:05:22,7:08:02,7:08:02,66,516,516,0:05:57,0:05:57,3:50:51,3:50:51,53,413,413,12:27:13
414,Susanne Harz,DE,35,414,414,Finisher,985,F50-54,3772,1:20:31,1:20:31,81,757,758,0:11:11,0:11:11,6:53:10,6:53:10,48,484,484,0:07:00,0:07:00,3:55:33,3:55:33,35,414,414,12:27:25
415,Jolene Cheviron,US,68,415,415,Finisher,791,F40-44,3533,0:57:24,0:57:24,7,49,49,0:06:48,0:06:48,7:02:12,7:02:12,55,347,347,0:06:36,0:06:36,4:14:36,4:14:36,68,415,415,12:27:35
416,Yalin Zhang,CN,69,416,416,Finisher,811,F40-44,3533,1:27:19,1:27:19,136,955,956,0:05:42,0:05:42,7:03:34,7:03:34,89,571,571,0:05:35,0:05:35,3:45:25,3:45:25,69,416,416,12:27:36
417,Eva Maria Elvira Arias,ES,65,417,417,Finisher,160,F35-39,3185,1:06:12,1:06:12,20,205,205,0:05:39,0:05:39,6:58:27,6:58:27,54,375,375,0:05:00,0:05:00,4:12:28,4:12:28,65,417,417,12:27:46
418,Sina Hinteregger,,54,418,418,Finisher,1193,F25-29,3437,1:05:44,1:05:44,31,196,196,0:05:20,0:05:20,6:57:53,6:57:53,50,362,362,0:05:32,0:05:32,4:14:08,4:14:08,54,418,418,12:28:36
419,Marlies Beckers,BE,92,419,419,Finisher,628,F30-34,3145,1:30:23,1:30:23,162,1015,1016,0:06:05,0:06:05,6:30:51,6:30:51,82,352,352,0:06:56,0:06:56,4:14:26,4:14:26,92,419,419,12:28:41
420,Lucie Goibier,FR,93,420,420,Finisher,626,F30-34,3144,1:21:24,1:21:24,137,780,781,0:05:42,0:05:42,6:56:25,6:56:25,96,471,471,0:08:08,0:08:08,3:57:04,3:57:04,93,420,420,12:28:43
421,Morgan Meseke,US,94,421,421,Finisher,582,F30-34,3136,1:20:21,1:20:21,128,748,749,0:07:26,0:07:26,7:13:07,7:13:07,113,594,594,0:09:11,0:09:11,3:39:21,3:39:21,94,421,421,12:29:25
422,Ingun Vaglid,NO,14,422,422,Finisher,469,F55-59,4313,1:07:38,1:07:38,7,252,252,0:06:36,0:06:36,6:55:42,6:55:42,10,368,368,0:06:24,0:06:24,4:13:09,4:13:09,14,422,422,12:29:29
423,Carola Eriksson,SE,70,423,423,Finisher,768,F40-44,3507,1:24:37,1:24:37,128,867,868,0:05:26,0:05:26,6:44:48,6:44:48,62,406,406,0:04:34,0:04:34,4:10:19,4:10:19,70,423,423,12:29:43
424,Tamara Vazquez,,95,424,424,Finisher,543,F30-34,3129,1:21:53,1:21:53,139,799,800,0:07:23,0:07:23,7:09:52,7:09:52,112,583,583,0:05:30,0:05:30,3:45:22,3:45:22,95,424,424,12:30:00
425,Shao-Ping Lo,TW,66,425,425,Finisher,119,F35-39,3155,1:21:30,1:21:30,107,784,785,0:08:53,0:08:53,6:50:43,6:50:43,67,455,455,0:09:19,0:09:19,3:59:54,3:59:54,66,425,425,12:30:18
426,Sonja Kleinlogel-van Wyk,CH,36,426,426,Finisher,1079,F50-54,3731,1:14:27,1:14:27,43,544,544,0:06:47,0:06:47,6:36:40,6:36:40,17,297,297,0:05:41,0:05:41,4:27:13,4:27:13,36,426,426,12:30:48
427,Laura Gobelius,DE,96,427,427,Finisher,553,F30-34,3114,1:15:33,1:15:33,103,586,586,0:07:16,0:07:16,6:42:22,6:42:22,79,339,339,0:06:52,0:06:52,4:19:13,4:19:13,96,427,427,12:31:16
428,Becky Mcquain,,71,428,428,Finisher,874,F40-44,3486,1:10:07,1:10:07,64,351,351,0:05:37,0:05:37,7:07:24,7:07:24,77,467,467,0:04:01,0:04:01,4:04:19,4:04:19,71,428,428,12:31:27
429,MAYARA BELLETTINI,BR,67,429,429,Finisher,255,F35-39,3138,1:04:59,1:04:59,13,176,176,0:09:53,0:09:53,7:13:37,7:13:37,74,504,504,0:05:22,0:05:22,3:57:48,3:57:48,67,429,429,12:31:39
430,Jacqui Barber,US,43,430,430,Finisher,1297,F45-49,3431,0:54:37,0:54:37,1,22,22,0:09:31,0:09:31,7:10:24,7:10:24,41,401,401,0:10:22,0:10:22,4:07:14,4:07:14,43,430,430,12:32:07
431,Mylène Frei,CH,55,431,431,Finisher,1200,F25-29,3391,1:17:03,1:17:03,73,626,626,0:06:39,0:06:39,7:01:30,7:01:30,61,486,486,0:04:50,0:04:50,4:02:28,4:02:28,55,431,431,12:32:30
432,Nia Davies,GB,97,432,432,Finisher,645,F30-34,3097,1:10:29,1:10:29,74,362,362,0:03:43,0:03:43,6:40:07,6:40:07,72,277,277,0:04:38,0:04:38,4:33:45,4:33:45,97,432,432,12:32:42
433,Martine Camblat,FR,15,433,433,Finisher,463,F55-59,4272,1:22:43,1:22:43,62,819,820,0:09:10,0:09:10,6:31:19,6:31:19,8,332,332,0:07:47,0:07:47,4:21:54,4:21:54,15,433,433,12:32:53
434,Elaine Griffin,US,37,434,434,Finisher,1064,F50-54,3706,1:13:47,1:13:47,38,504,504,0:04:35,0:04:35,6:51:36,6:51:36,31,369,369,0:05:28,0:05:28,4:17:28,4:17:28,37,434,434,12:32:54
435,Marie-Christine Lavoie,CA,38,435,435,Finisher,1086,F50-54,3703,1:23:12,1:23:12,89,830,831,0:04:46,0:04:46,6:50:11,6:50:11,38,425,425,0:06:00,0:06:00,4:09:01,4:09:01,38,435,435,12:33:09
436,Cendrine Gerosa,CH,72,436,436,Finisher,786,F40-44,3466,1:06:06,1:06:06,37,204,204,0:07:50,0:07:50,7:05:04,7:05:04,73,435,435,0:07:07,0:07:07,4:07:04,4:07:04,72,436,436,12:33:11
437,Sarah DUTOURON,FR,68,437,437,Finisher,197,F35-39,3114,1:28:49,1:28:49,131,986,987,0:09:07,0:09:07,6:51:40,6:51:40,76,510,510,0:09:16,0:09:16,3:54:50,3:54:50,68,437,437,12:33:42
438,Silvie Kurz,DE,73,438,438,Finisher,774,F40-44,3458,1:27:33,1:27:33,138,962,963,0:06:01,0:06:01,6:54:31,6:54:31,82,499,499,0:06:32,0:06:32,3:59:14,3:59:14,73,438,438,12:33:51
439,Patricia Gouws,ZA,44,439,439,Finisher,1421,F45-49,3406,1:18:18,1:18:18,92,677,677,0:06:09,0:06:09,7:09:17,7:09:17,66,547,547,0:06:17,0:06:17,3:54:11,3:54:11,44,439,439,12:34:14
440,Lisa Marlen Kuhlmann,NL,56,440,440,Finisher,1172,F25-29,3369,1:14:57,1:14:57,68,567,567,0:06:12,0:06:12,7:12:31,7:12:31,67,545,545,0:04:47,0:04:47,3:55:51,3:55:51,56,440,440,12:34:19
441,Ann Devalckeneer,BE,98,441,441,Finisher,668,F30-34,3075,1:07:07,1:07:07,47,232,232,0:07:11,0:07:11,6:58:06,6:58:06,88,392,392,0:07:38,0:07:38,4:14:28,4:14:28,98,441,441,12:34:31
442,Veronica Mancheno,,39,442,442,Finisher,1020,F50-54,3680,1:31:19,1:31:19,123,1025,1026,0:06:00,0:06:00,7:09:25,7:09:25,64,636,636,0:08:02,0:08:02,3:40:17,3:40:17,39,442,442,12:35:03
443,Bronwen Anderson,,57,443,443,Finisher,1211,F25-29,3359,1:09:00,1:09:00,46,314,314,0:07:04,0:07:04,7:13:19,7:13:19,65,509,509,0:06:09,0:06:09,3:59:35,3:59:35,57,443,443,12:35:08
444,Christine Maurette,FR,16,444,444,Finisher,493,F55-59,4242,1:15:55,1:15:55,33,598,598,0:06:40,0:06:40,7:00:37,7:00:37,19,468,468,0:03:58,0:03:58,4:08:17,4:08:17,16,444,444,12:35:27
445,ANGIE DEFILIPPI,US,45,445,445,Finisher,1317,F45-49,3390,1:15:40,1:15:40,75,590,590,0:04:45,0:04:45,7:15:56,7:15:56,71,567,567,0:06:19,0:06:19,3:52:56,3:52:56,45,445,445,12:35:36
446,Mailis Orakoski,FI,40,446,446,Finisher,1085,F50-54,3670,1:18:14,1:18:14,62,674,674,0:05:05,0:05:05,6:47:19,6:47:19,33,377,377,0:06:39,0:06:39,4:18:39,4:18:39,40,446,446,12:35:56
447,Emanuele Bringhentti,,99,447,447,Finisher,555,F30-34,3056,1:28:07,1:28:07,155,973,974,0:08:43,0:08:43,6:51:35,6:51:35,100,503,503,0:05:54,0:05:54,4:01:45,4:01:45,99,447,447,12:36:03
448,Stacey Hogan,AU,69,448,448,Finisher,195,F35-39,3079,1:04:59,1:04:59,12,175,175,0:06:00,0:06:00,6:38:04,6:38:04,31,230,230,0:05:23,0:05:23,4:42:09,4:42:09,69,448,448,12:36:35
449,Julie Dunkle,,17,449,449,Finisher,429,F55-59,4215,0:58:10,0:58:10,1,61,61,0:05:23,0:05:23,6:38:00,6:38:00,3,180,180,0:05:48,0:05:48,4:50:18,4:50:18,17,449,449,12:37:39
450,Jj Deelstra-Benjamins,NL,70,450,450,Finisher,129,F35-39,3065,1:17:47,1:17:47,88,653,653,0:04:58,0:04:58,7:06:18,7:06:18,75,507,507,0:05:25,0:05:25,4:03:16,4:03:16,70,450,450,12:37:44
451,Abbie Evans,,71,451,451,Finisher,215,F35-39,3065,1:10:27,1:10:27,45,361,361,0:05:23,0:05:23,6:58:53,6:58:53,60,404,404,0:05:39,0:05:39,4:17:23,4:17:23,71,451,451,12:37:45
452,Jessica Kelly,US,72,452,452,Finisher,169,F35-39,3062,1:04:48,1:04:48,9,166,166,0:06:20,0:06:20,7:30:25,7:30:25,88,602,602,0:06:00,0:06:00,3:50:27,3:50:27,72,452,452,12:37:59
453,Nana Otsu,,41,453,453,Finisher,1022,F50-54,3642,1:22:32,1:22:32,87,815,816,0:09:07,0:09:07,6:45:19,6:45:19,36,417,417,0:08:52,0:08:52,4:12:22,4:12:22,41,453,453,12:38:13
454,Claudia Karl,DE,18,454,454,Finisher,527,F55-59,4208,1:13:49,1:13:49,26,506,506,0:10:20,0:10:20,6:57:08,6:57:08,18,457,457,0:08:01,0:08:01,4:08:58,4:08:58,18,454,454,12:38:16
455,Nadine Brückhof,,73,455,455,Finisher,159,F35-39,3054,1:06:05,1:06:05,19,203,203,0:04:44,0:04:44,6:23:23,6:23:23,16,136,136,0:03:59,0:03:59,5:00:27,5:00:27,73,455,455,12:38:39
456,Francesca Giogoli,IT,74,456,456,Finisher,848,F40-44,3398,1:12:06,1:12:06,80,444,444,0:07:23,0:07:23,7:13:24,7:13:24,84,535,535,0:05:16,0:05:16,4:00:42,4:00:42,74,456,456,12:38:50
457,ANNALISA BOMBELLI,IT,19,457,457,Finisher,445,F55-59,4198,1:22:47,1:22:47,63,821,822,0:09:15,0:09:15,6:55:08,6:55:08,23,493,493,0:06:36,0:06:36,4:05:19,4:05:19,19,457,457,12:39:06
458,Léa Charenton,,13,458,458,Finisher,1118,F18-24,3915,1:11:50,1:11:50,23,432,432,0:06:29,0:06:29,6:56:24,6:56:24,13,403,403,0:05:57,0:05:57,4:18:41,4:18:41,13,458,458,12:39:21
459,Maike Thams,DE,100,459,459,Finisher,594,F30-34,3011,1:11:35,1:11:35,81,422,422,0:04:54,0:04:54,7:17:39,7:17:39,106,550,550,0:06:21,0:06:21,3:59:22,3:59:22,100,459,459,12:39:51
460,Alexandra Bro,SE,101,460,460,Finisher,533,F30-34,3010,1:14:06,1:14:06,94,522,522,0:09:55,0:09:55,7:07:53,7:07:53,105,530,530,0:08:28,0:08:28,3:59:32,3:59:32,101,460,460,12:39:54
461,Becky Hill,US,74,461,461,Finisher,118,F35-39,3039,1:21:55,1:21:55,111,800,801,0:06:45,0:06:45,7:06:54,7:06:54,83,561,561,0:06:18,0:06:18,3:58:04,3:58:04,74,461,461,12:39:56
462,Faustine Demare,FR,14,462,462,Finisher,1112,F18-24,3904,1:08:03,1:08:03,13,264,264,0:05:09,0:05:09,7:06:48,7:06:48,16,442,442,0:05:53,0:05:53,4:14:23,4:14:23,14,462,462,12:40:16
463,Brooke Kilmister,NZ,15,463,463,Finisher,1107,F18-24,3901,1:02:54,1:02:54,7,122,122,0:06:40,0:06:40,7:14:15,7:14:15,18,475,475,0:05:37,0:05:37,4:11:10,4:11:10,15,463,463,12:40:35
464,Kate Lahart,IE,75,464,464,Finisher,181,F35-39,3030,1:07:50,1:07:50,21,257,257,0:05:21,0:05:21,6:40:54,6:40:54,34,273,273,0:08:04,0:08:04,4:38:29,4:38:29,75,464,464,12:40:39
465,Kayla Henderson,US,58,465,465,Finisher,1231,F25-29,3293,1:20:43,1:20:43,84,759,760,0:06:34,0:06:34,6:59:24,6:59:24,63,492,492,0:06:59,0:06:59,4:07:00,4:07:00,58,465,465,12:40:40
466,Bess Alshvang,US,102,466,466,Finisher,689,F30-34,3000,1:19:31,1:19:31,127,719,719,0:09:02,0:09:02,6:59:46,6:59:46,99,502,502,0:08:31,0:08:31,4:03:56,4:03:56,102,466,466,12:40:46
467,Jo Cope,AU,20,467,467,Finisher,523,F55-59,4174,1:14:49,1:14:49,30,563,563,0:05:50,0:05:50,6:55:31,6:55:31,15,413,413,0:04:53,0:04:53,4:20:03,4:20:03,20,467,467,12:41:07
468,Kate Brown,,46,468,468,Finisher,1293,F45-49,3310,1:04:26,1:04:26,13,157,157,0:08:23,0:08:23,7:00:38,7:00:38,40,395,395,0:08:04,0:08:04,4:20:44,4:20:44,46,468,468,12:42:15
469,Sierra Nordberg,US,59,469,469,Finisher,1206,F25-29,3273,1:12:49,1:12:49,60,463,463,0:07:00,0:07:00,7:04:07,7:04:07,60,476,476,0:06:10,0:06:10,4:12:12,4:12:12,59,469,469,12:42:18
470,Fran Bungay,GB,42,470,470,Finisher,1070,F50-54,3592,1:13:44,1:13:44,37,502,502,0:08:13,0:08:13,6:25:51,6:25:51,10,225,225,0:06:47,0:06:47,4:47:46,4:47:46,42,470,470,12:42:22
471,Cathryn Williams,GB,60,471,471,Finisher,1152,F25-29,3267,1:03:28,1:03:28,25,139,139,0:06:11,0:06:11,7:34:14,7:34:14,73,616,616,0:09:47,0:09:47,3:49:08,3:49:08,60,471,471,12:42:48
472,Stephanie Joshi,,103,472,472,Finisher,640,F30-34,2974,1:17:26,1:17:26,116,641,641,0:07:04,0:07:04,7:33:28,7:33:28,134,706,707,0:06:24,0:06:24,3:38:33,3:38:33,103,472,472,12:42:55
473,Alison Kennedy,US,104,473,473,Finisher,659,F30-34,2972,1:21:11,1:21:11,133,772,773,0:06:23,0:06:23,7:11:31,7:11:31,111,582,582,0:04:37,0:04:37,3:59:21,3:59:21,104,473,473,12:43:03
474,Hannah Martin,NZ,61,474,474,Finisher,1137,F25-29,3259,1:06:22,1:06:22,34,207,207,0:04:22,0:04:22,6:32:54,6:32:54,21,188,188,0:04:52,0:04:52,4:54:56,4:54:56,61,474,474,12:43:27
475,Amy Hite,US,47,475,475,Finisher,1290,F45-49,3295,1:09:04,1:09:04,31,315,315,0:05:46,0:05:46,7:20:12,7:20:12,67,559,559,0:04:37,0:04:37,4:03:52,4:03:52,47,475,475,12:43:31
476,Emma-Jane Bradfield,,21,476,476,Finisher,481,F55-59,4142,1:15:49,1:15:49,32,594,594,0:05:50,0:05:50,6:50:17,6:50:17,13,388,388,0:06:14,0:06:14,4:25:34,4:25:34,21,476,476,12:43:44
477,Daniela Lichtenstein,DE,76,477,477,Finisher,173,F35-39,2993,1:11:15,1:11:15,56,398,398,0:05:13,0:05:13,6:58:02,6:58:02,59,400,400,0:05:35,0:05:35,4:23:39,4:23:39,76,477,477,12:43:45
478,Helén Johnsson,SE,48,478,478,Finisher,1320,F45-49,3290,1:16:09,1:16:09,78,605,605,0:05:54,0:05:54,6:57:22,6:57:22,45,438,438,0:05:10,0:05:10,4:19:16,4:19:16,48,478,478,12:43:52
479,Ambre Jallut,,62,479,479,Finisher,1230,F25-29,3253,1:14:28,1:14:28,65,545,545,0:05:55,0:05:55,6:35:02,6:35:02,39,285,285,0:07:33,0:07:33,4:40:59,4:40:59,62,479,479,12:43:57
480,Nadia Porta,,75,480,480,Finisher,842,F40-44,3336,1:31:18,1:31:18,145,1024,1025,0:07:03,0:07:03,7:15:00,7:15:00,100,675,675,0:04:53,0:04:53,3:45:45,3:45:45,75,480,480,12:43:58
481,Lucie Bole,FR,16,481,481,Finisher,1095,F18-24,3859,1:06:05,1:06:05,11,202,202,0:03:57,0:03:57,6:56:48,6:56:48,10,348,348,0:05:04,0:05:04,4:32:08,4:32:08,16,481,481,12:44:02
482,Courtney Ballard,US,63,482,482,Finisher,1233,F25-29,3250,1:32:45,1:32:45,104,1050,1051,0:05:54,0:05:54,6:57:09,6:57:09,72,563,563,0:04:48,0:04:48,4:03:37,4:03:37,63,482,482,12:44:14
483,Naomi Davies,GB,105,483,483,Finisher,695,F30-34,2957,1:06:33,1:06:33,43,218,218,0:06:56,0:06:56,7:42:18,7:42:18,131,692,692,0:08:41,0:08:41,3:39:49,3:39:49,105,483,483,12:44:18
484,Juliana Amaral,BR,49,484,484,Finisher,1265,F45-49,3285,1:15:36,1:15:36,74,589,589,0:08:41,0:08:41,7:27:53,7:27:53,86,667,667,0:10:31,0:10:31,3:41:41,3:41:41,49,484,484,12:44:21
485,Charlotta Axling,,50,485,485,Finisher,1477,F45-49,3281,1:32:01,1:32:01,156,1037,1038,0:08:10,0:08:10,6:53:25,6:53:25,64,544,544,0:09:49,0:09:49,4:01:17,4:01:17,50,485,485,12:44:41
486,Angelika Renner,DE,51,486,486,Finisher,1461,F45-49,3279,1:13:00,1:13:00,58,467,467,0:06:24,0:06:24,6:52:53,6:52:53,39,390,390,0:07:39,0:07:39,4:24:51,4:24:51,51,486,486,12:44:47
487,Djurdjica Orepic,,3,487,487,Finisher,338,F60-64,4762,1:21:38,1:21:38,18,790,791,0:06:19,0:06:19,6:55:37,6:55:37,4,472,472,0:05:21,0:05:21,4:15:57,4:15:57,3,487,487,12:44:53
488,Kate Blanchard,,17,488,488,Finisher,1124,F18-24,3846,1:27:22,1:27:22,33,956,957,0:04:47,0:04:47,6:38:37,6:38:37,11,378,378,0:05:15,0:05:15,4:29:09,4:29:09,17,488,488,12:45:10
489,Daniela Roman,MX,106,489,489,Finisher,623,F30-34,2944,1:26:46,1:26:46,151,936,937,0:07:56,0:07:56,7:10:08,7:10:08,119,621,621,0:08:50,0:08:50,3:51:43,3:51:43,106,489,489,12:45:23
490,Barbara Auer,DE,4,490,490,Finisher,317,F60-64,4756,1:23:23,1:23:23,25,838,839,0:07:25,0:07:25,7:16:00,7:16:00,9,638,638,0:07:35,0:07:35,3:51:00,3:51:00,4,490,490,12:45:23
491,Conny Blumert,DE,52,491,491,Finisher,1428,F45-49,3268,1:05:03,1:05:03,15,181,181,0:05:06,0:05:06,6:50:55,6:50:55,33,319,319,0:07:37,0:07:37,4:37:00,4:37:00,52,491,491,12:45:42
492,Nicola Goldmann,GB,64,492,492,Finisher,1135,F25-29,3225,1:10:43,1:10:43,54,375,375,0:05:56,0:05:56,7:32:44,7:32:44,75,653,653,0:04:07,0:04:07,3:52:47,3:52:47,64,492,492,12:46:17
493,Agathe Gallery,FR,77,493,493,Finisher,141,F35-39,2962,1:08:17,1:08:17,24,278,278,0:05:27,0:05:27,6:55:53,6:55:53,53,367,367,0:04:50,0:04:50,4:31:53,4:31:53,77,493,493,12:46:20
494,Kristy Blair,CA,107,494,494,Finisher,611,F30-34,2933,1:22:34,1:22:34,140,816,817,0:07:37,0:07:37,6:57:02,6:57:02,97,494,494,0:06:38,0:06:38,4:12:32,4:12:32,107,494,494,12:46:22
495,Peggy Derouin,,53,495,495,Finisher,1301,F45-49,3260,1:18:10,1:18:10,89,670,670,0:06:42,0:06:42,7:06:00,7:06:00,57,520,520,0:04:50,0:04:50,4:10:42,4:10:42,53,495,495,12:46:24
496,Tracey Donovan,GB,54,496,496,Finisher,1348,F45-49,3254,1:25:44,1:25:44,135,902,903,0:06:35,0:06:35,7:08:22,7:08:22,73,593,593,0:05:36,0:05:36,4:00:37,4:00:37,54,496,496,12:46:54
497,Carolane Pitre,CA,108,497,497,Finisher,576,F30-34,2926,1:11:55,1:11:55,83,435,435,0:04:13,0:04:13,7:15:34,7:15:34,104,529,529,0:09:21,0:09:21,4:05:54,4:05:54,108,497,497,12:46:56
498,Rachel Carling,GB,43,498,498,Finisher,1076,F50-54,3534,1:10:00,1:10:00,23,344,344,0:08:58,0:08:58,7:15:26,7:15:26,53,555,555,0:05:42,0:05:42,4:07:11,4:07:11,43,498,498,12:47:16
499,Rugile Mace,LT,65,499,499,Finisher,1161,F25-29,3195,1:14:38,1:14:38,66,551,551,0:04:15,0:04:15,7:07:04,7:07:04,62,487,487,0:04:29,0:04:29,4:18:22,4:18:22,65,499,499,12:48:49
500,Johanna Hakala,,44,500,500,Finisher,948,F50-54,3514,1:23:56,1:23:56,92,853,854,0:05:36,0:05:36,6:53:11,6:53:11,46,463,463,0:06:38,0:06:38,4:19:33,4:19:33,44,500,500,12:48:54
501,Caroline Ashby,AU,55,501,501,Finisher,1347,F45-49,3228,1:01:56,1:01:56,9,105,105,0:04:27,0:04:27,7:05:03,7:05:03,38,384,384,0:09:28,0:09:28,4:28:08,4:28:08,55,501,501,12:49:02
502,Mary Calcote,US,76,502,502,Finisher,781,F40-44,3274,1:17:16,1:17:16,106,634,634,0:06:29,0:06:29,7:12:35,7:12:35,88,566,566,0:08:53,0:08:53,4:03:57,4:03:57,76,502,502,12:49:11
503,Bettina Steiger,CH,45,503,503,Finisher,1019,F50-54,3509,1:10:31,1:10:31,25,367,367,0:04:34,0:04:34,6:52:53,6:52:53,29,358,358,0:06:53,0:06:53,4:34:27,4:34:27,45,503,503,12:49:18
504,Diane Haensel,US,46,504,504,Finisher,968,F50-54,3503,1:07:34,1:07:34,13,250,250,0:05:53,0:05:53,7:20:01,7:20:01,52,541,541,0:05:57,0:05:57,4:10:24,4:10:24,46,504,504,12:49:48
505,Mayuko Tanikawa,JP,5,505,505,Finisher,345,F60-64,4699,1:19:12,1:19:12,12,711,711,0:07:33,0:07:33,7:02:19,7:02:19,5,508,508,0:10:20,0:10:20,4:10:42,4:10:42,5,505,505,12:50:06
506,Stéphanie Lartilleux,FR,47,506,506,Finisher,981,F50-54,3499,1:25:56,1:25:56,100,913,914,0:06:49,0:06:49,7:06:31,7:06:31,58,585,585,0:06:15,0:06:15,4:04:37,4:04:37,47,506,506,12:50:07
507,Charlotte Wildblood,GB,109,507,507,Finisher,634,F30-34,2886,1:31:17,1:31:17,164,1023,1024,0:10:44,0:10:44,7:17:03,7:17:03,136,712,713,0:08:04,0:08:04,3:43:06,3:43:06,109,507,507,12:50:13
508,Sandrine Le Gorrec,FR,48,508,508,Finisher,982,F50-54,3498,1:19:53,1:19:53,74,732,732,0:04:59,0:04:59,7:32:02,7:32:02,75,698,698,0:04:18,0:04:18,3:49:04,3:49:04,48,508,508,12:50:16
509,Rebecca Pizzi,,77,509,509,Finisher,733,F40-44,3260,1:38:19,1:38:19,150,1091,1092,0:08:18,0:08:18,7:31:19,7:31:19,120,827,828,0:07:17,0:07:17,3:25:04,3:25:04,77,509,509,12:50:17
510,Cheryl Maclachlan,CA,78,510,510,Finisher,241,F35-39,2914,1:12:05,1:12:05,64,443,443,0:04:22,0:04:22,7:16:12,7:16:12,78,532,532,0:03:45,0:03:45,4:13:57,4:13:57,78,510,510,12:50:21
511,Meagan Perlstein,,78,511,511,Finisher,750,F40-44,3258,1:06:19,1:06:19,38,206,206,0:07:09,0:07:09,6:52:39,6:52:39,54,345,345,0:05:08,0:05:08,4:39:12,4:39:12,78,511,511,12:50:28
