rank,athlete_name,country,div_rank,gender_rank,overall_rank,designation,bib,division,points,swim_time,swim_time_detail,swim_div_rank,swim_gender_rank,swim_overall_rank,transition_1,transition_1_detail,bike_time,bike_time_detail,bike_div_rank,bike_gender_rank,bike_overall_rank,transition_2,transition_2_detail,run_time,run_time_detail,run_div_rank,run_gender_rank,run_overall_rank,finish_time
924,Mako Ichizono,JP,98,924,924,Finisher,1359,F25-29,2867,1:17:34,1:17:34,70,564,564,0:04:43,0:04:43,6:50:08,6:50:08,112,1145,1145,0:05:23,0:05:23,4:23:13,4:23:13,98,924,924,12:41:01
925,Peggy Derouin,,135,925,925,Finisher,1746,F45-49,3109,1:33:44,1:33:44,189,1291,1291,0:07:56,0:07:56,6:17:49,6:17:49,162,1013,1013,0:07:18,0:07:18,4:34:15,4:34:15,135,925,925,12:41:03
926,Haileigh Hopkin,CA,99,926,926,Finisher,1420,F25-29,2865,1:39:44,1:39:44,117,1410,1410,0:05:45,0:05:45,6:43:25,6:43:25,118,1264,1264,0:06:53,0:06:53,4:05:23,4:05:23,99,926,926,12:41:10
927,ANNALISA BOMBELLI,IT,37,927,927,Finisher,592,F55-59,3545,1:59:01,1:59:01,139,1547,1547,0:07:13,0:07:13,6:05:46,6:05:46,71,1143,1143,0:09:50,0:09:50,4:19:43,4:19:43,37,927,927,12:41:32
928,Ursel Velve,EE,136,928,928,Finisher,1662,F45-49,3102,1:17:48,1:17:48,72,576,576,0:05:49,0:05:49,6:13:07,6:13:07,105,731,731,0:09:39,0:09:39,4:55:17,4:55:17,136,928,928,12:41:40
929,Emma Oakes,GB,153,929,929,Finisher,948,F40-44,3023,1:18:56,1:18:56,91,628,628,0:05:57,0:05:57,6:15:58,6:15:58,131,786,786,0:09:00,0:09:00,4:52:02,4:52:02,153,929,929,12:41:53
930,Carly Tu,,154,930,930,Finisher,1008,F40-44,3020,1:16:04,1:16:04,69,514,514,0:08:56,0:08:56,5:54:47,5:54:47,85,484,484,0:13:23,0:13:23,5:08:56,5:08:56,154,930,930,12:42:06
931,Karen Waterboer,AR,155,931,931,Finisher,910,F40-44,3020,1:24:02,1:24:02,153,920,920,0:05:43,0:05:43,6:36:49,6:36:49,183,1089,1089,0:06:10,0:06:10,4:29:26,4:29:26,155,931,931,12:42:09
932,Kriston Seward,US,41,932,932,Finisher,1473,F18-24,3006,1:04:45,1:04:45,9,105,105,0:04:47,0:04:47,6:40:55,6:40:55,41,911,911,0:04:36,0:04:36,4:47:06,4:47:06,41,932,932,12:42:10
933,Julia Hammans,,100,933,933,Finisher,1320,F25-29,2851,1:13:10,1:13:10,57,392,392,0:08:47,0:08:47,6:12:20,6:12:20,72,700,700,0:09:40,0:09:40,4:58:22,4:58:22,100,933,933,12:42:20
934,Frederike Schneider,,166,934,934,Finisher,687,F30-34,2749,1:19:08,1:19:08,110,641,641,0:09:04,0:09:04,6:33:25,6:33:25,167,1029,1029,0:09:27,0:09:27,4:31:26,4:31:26,166,934,934,12:42:30
935,Evgenia Katsoni,,156,935,935,Finisher,861,F40-44,3011,1:24:56,1:24:56,160,976,976,0:06:11,0:06:11,6:46:38,6:46:38,194,1188,1188,0:11:04,0:11:04,4:14:02,4:14:02,156,935,935,12:42:50
936,Iana Lara Yan,,167,936,936,Finisher,645,F30-34,2739,1:24:38,1:24:38,152,952,952,0:06:14,0:06:14,6:33:11,6:33:11,171,1059,1059,0:06:18,0:06:18,4:33:03,4:33:03,167,936,936,12:43:24
937,Michelle Carter,JE,84,937,937,Finisher,1263,F50-54,3117,1:05:56,1:05:56,4,136,136,0:05:08,0:05:08,6:51:45,6:51:45,107,1046,1046,0:05:41,0:05:41,4:35:18,4:35:18,84,937,937,12:43:48
938,Xing Lu,,156,938,938,Finisher,139,F35-39,2864,1:44:25,1:44:25,192,1474,1474,0:08:24,0:08:24,6:40:14,6:40:14,187,1295,1295,0:07:34,0:07:34,4:03:20,4:03:20,156,938,938,12:43:56
939,Sayumi Takeda,,137,939,939,Finisher,1572,F45-49,3074,1:27:29,1:27:29,153,1082,1082,0:06:11,0:06:11,6:15:00,6:15:00,137,887,887,0:08:12,0:08:12,4:47:07,4:47:07,137,939,939,12:43:59
940,Franziska Gimbel,,168,940,940,Finisher,728,F30-34,2731,1:39:58,1:39:58,196,1414,1414,0:03:47,0:03:47,6:30:32,6:30:32,182,1158,1158,0:04:29,0:04:29,4:25:18,4:25:18,168,940,940,12:44:04
941,Brigitte Stigler,,138,941,941,Finisher,1763,F45-49,3072,1:28:14,1:28:14,166,1120,1120,0:06:50,0:06:50,6:19:11,6:19:11,149,953,953,0:06:52,0:06:52,4:43:01,4:43:01,138,941,941,12:44:08
942,Lindsey Noseworthy,,169,942,942,Finisher,786,F30-34,2729,1:22:47,1:22:47,133,850,850,0:07:06,0:07:06,6:28:30,6:28:30,163,996,996,0:10:17,0:10:17,4:35:32,4:35:32,169,942,942,12:44:11
943,Alessandra Bähr,DE,157,943,943,Finisher,887,F40-44,2993,1:46:22,1:46:22,230,1498,1498,0:08:08,0:08:08,6:29:17,6:29:17,203,1232,1232,0:07:17,0:07:17,4:13:17,4:13:17,157,943,943,12:44:22
944,Britta Giesen,,85,944,944,Finisher,1295,F50-54,3110,1:51:27,1:51:27,201,1529,1529,0:07:27,0:07:27,6:25:07,6:25:07,144,1234,1234,0:07:11,0:07:11,4:13:09,4:13:09,85,944,944,12:44:22
945,Wiwik Pujiati,ID,139,945,945,Finisher,1708,F45-49,3067,1:28:43,1:28:43,168,1143,1143,0:06:18,0:06:18,6:57:55,6:57:55,195,1290,1290,0:08:36,0:08:36,4:03:03,4:03:03,139,945,945,12:44:35
946,Jacqueline Wild,GB,158,946,946,Finisher,894,F40-44,2987,1:19:24,1:19:24,103,656,656,0:06:23,0:06:23,5:47:18,5:47:18,68,408,408,0:07:30,0:07:30,5:24:16,5:24:16,158,946,946,12:44:52
947,Megan Piwowar,,159,947,947,Finisher,851,F40-44,2984,1:19:13,1:19:13,99,644,644,0:04:57,0:04:57,6:28:01,6:28:01,161,933,933,0:03:56,0:03:56,4:48:58,4:48:58,159,947,947,12:45:05
948,Véronique Reginster,,160,948,948,Finisher,879,F40-44,2982,1:19:40,1:19:40,110,678,678,0:05:47,0:05:47,6:22:27,6:22:27,149,875,875,0:08:23,0:08:23,4:49:03,4:49:03,160,948,948,12:45:19
949,Casey Seland,US,161,949,949,Finisher,1025,F40-44,2981,1:00:36,1:00:36,3,57,57,0:07:13,0:07:13,6:29:52,6:29:52,125,747,747,0:09:57,0:09:57,4:57:45,4:57:45,161,949,949,12:45:24
950,Jeanette Grigoris,,38,950,950,Finisher,514,F55-59,3496,1:31:14,1:31:14,77,1223,1223,0:06:04,0:06:04,6:29:31,6:29:31,60,1091,1091,0:07:43,0:07:43,4:31:05,4:31:05,38,950,950,12:45:37
951,Sandra Byrne,US,39,951,951,Finisher,533,F55-59,3495,1:12:58,1:12:58,6,384,384,0:05:15,0:05:15,6:35:13,6:35:13,43,946,946,0:08:08,0:08:08,4:44:10,4:44:10,39,951,951,12:45:44
952,Shayna Weitzman,,40,952,952,Finisher,504,F55-59,3494,1:23:05,1:23:05,41,875,875,0:06:23,0:06:23,6:02:49,6:02:49,19,666,666,0:08:09,0:08:09,5:05:24,5:05:24,40,952,952,12:45:50
953,Corinna Heinrich,DE,162,953,953,Finisher,1058,F40-44,2975,1:27:42,1:27:42,177,1097,1097,0:07:33,0:07:33,6:27:22,6:27:22,176,1041,1041,0:05:59,0:05:59,4:37:15,4:37:15,162,953,953,12:45:52
954,Pam Glattes,US,41,954,954,Finisher,594,F55-59,3493,1:35:51,1:35:51,102,1342,1342,0:09:05,0:09:05,6:20:54,6:20:54,57,1077,1077,0:06:30,0:06:30,4:33:35,4:33:35,41,954,954,12:45:55
955,Hannah Morgan,GB,157,955,955,Finisher,276,F35-39,2837,1:22:33,1:22:33,123,836,836,0:06:14,0:06:14,6:02:59,6:02:59,113,652,652,0:06:00,0:06:00,5:08:26,5:08:26,157,955,955,12:46:12
956,Cassidy Breneiser,US,170,956,956,Finisher,695,F30-34,2705,1:17:49,1:17:49,104,577,577,0:04:49,0:04:49,6:34:27,6:34:27,162,984,984,0:10:38,0:10:38,4:38:30,4:38:30,170,956,956,12:46:12
957,Maja Kryger,DK,42,957,957,Finisher,1474,F18-24,2957,1:18:14,1:18:14,38,588,588,0:03:09,0:03:09,6:10:08,6:10:08,33,647,647,0:04:29,0:04:29,5:10:16,5:10:16,42,957,957,12:46:16
958,Vivien Wohler,,86,958,958,Finisher,1098,F50-54,3085,1:38:01,1:38:01,171,1376,1376,0:05:27,0:05:27,6:01:13,6:01:13,72,834,834,0:07:34,0:07:34,4:54:14,4:54:14,86,958,958,12:46:30
959,Marceline Forsberg,,43,959,959,Finisher,1464,F18-24,2954,1:22:53,1:22:53,48,859,859,0:06:01,0:06:01,6:28:27,6:28:27,44,986,986,0:07:04,0:07:04,4:42:07,4:42:07,43,959,959,12:46:32
960,Mel Joyce,,87,960,960,Finisher,1168,F50-54,3083,1:15:16,1:15:16,34,484,484,0:05:42,0:05:42,6:25:37,6:25:37,76,863,863,0:06:38,0:06:38,4:53:25,4:53:25,87,960,960,12:46:37
961,Sarah Campen,US,163,961,961,Finisher,990,F40-44,2964,1:20:35,1:20:35,117,729,729,0:07:24,0:07:24,6:16:37,6:16:37,143,833,833,0:08:11,0:08:11,4:54:01,4:54:01,163,961,961,12:46:48
962,Brenda Avery,US,16,962,962,Finisher,351,F60-64,4147,1:04:29,1:04:29,1,102,102,0:05:08,0:05:08,6:10:22,6:10:22,2,486,486,0:09:44,0:09:44,5:17:31,5:17:31,16,962,962,12:47:14
963,Lucy Eykamp,CA,140,963,963,Finisher,1621,F45-49,3034,1:27:53,1:27:53,163,1105,1105,0:05:22,0:05:22,6:19:33,6:19:33,146,940,940,0:05:53,0:05:53,4:48:39,4:48:39,140,963,963,12:47:20
964,Hayley Fry,AU,101,964,964,Finisher,1413,F25-29,2789,1:22:55,1:22:55,94,862,862,0:07:00,0:07:00,6:15:01,6:15:01,84,839,839,0:07:43,0:07:43,4:54:50,4:54:50,101,964,964,12:47:29
965,Yoshiko Kamada,,141,965,965,Finisher,1658,F45-49,3029,1:30:14,1:30:14,178,1194,1194,0:10:09,0:10:09,6:36:13,6:36:13,174,1180,1180,0:09:05,0:09:05,4:22:04,4:22:04,141,965,965,12:47:44
966,Pernilla Johnson,SE,88,966,966,Finisher,1302,F50-54,3067,1:35:23,1:35:23,163,1333,1333,0:08:26,0:08:26,6:20:51,6:20:51,114,1070,1070,0:07:09,0:07:09,4:36:09,4:36:09,88,966,966,12:47:58
967,Corina Lucke,,89,967,967,Finisher,1134,F50-54,3066,1:20:41,1:20:41,70,735,735,0:06:04,0:06:04,6:36:02,6:36:02,106,1045,1045,0:07:13,0:07:13,4:38:04,4:38:04,89,967,967,12:48:04
968,Martina Schwind,DE,42,968,968,Finisher,535,F55-59,3465,1:25:48,1:25:48,48,1022,1022,0:04:45,0:04:45,6:41:31,6:41:31,72,1144,1144,0:04:53,0:04:53,4:31:15,4:31:15,42,968,968,12:48:12
969,Francesca Scalco,,171,969,969,Finisher,668,F30-34,2680,1:21:40,1:21:40,121,790,790,0:08:26,0:08:26,6:41:12,6:41:12,181,1135,1135,0:08:24,0:08:24,4:28:37,4:28:37,171,969,969,12:48:19
970,Miyuki Matsumura,JP,164,970,970,Finisher,1039,F40-44,2942,1:58:18,1:58:18,235,1543,1543,0:06:53,0:06:53,6:26:41,6:26:41,210,1284,1284,0:10:28,0:10:28,4:06:17,4:06:17,164,970,970,12:48:38
971,Kylie Scholz,AU,165,971,971,Finisher,1032,F40-44,2941,1:12:24,1:12:24,46,365,365,0:05:59,0:05:59,6:29:27,6:29:27,148,873,873,0:05:29,0:05:29,4:55:25,4:55:25,165,971,971,12:48:43
972,Kayla Morton,AU,102,972,972,Finisher,1438,F25-29,2774,1:19:22,1:19:22,77,652,652,0:05:19,0:05:19,6:37:53,6:37:53,99,1039,1039,0:05:34,0:05:34,4:40:35,4:40:35,102,972,972,12:48:43
973,Carmen Feldmann,DE,90,973,973,Finisher,1144,F50-54,3052,1:40:22,1:40:22,178,1422,1422,0:06:15,0:06:15,6:23:23,6:23:23,120,1122,1122,0:08:03,0:08:03,4:31:08,4:31:08,90,973,973,12:49:11
974,Avery Ross,,172,974,974,Finisher,808,F30-34,2669,1:30:42,1:30:42,182,1207,1207,0:10:50,0:10:50,6:27:08,6:27:08,178,1109,1109,0:12:25,0:12:25,4:28:06,4:28:06,172,974,974,12:49:12
975,Stefania Filippi,IT,17,975,975,Finisher,1769,F60-64,4123,1:56:13,1:56:13,73,1536,1536,0:08:51,0:08:51,6:30:46,6:30:46,37,1321,1321,0:08:59,0:08:59,4:04:26,4:04:26,17,975,975,12:49:15
976,Sandra Coudurier,,43,976,976,Finisher,577,F55-59,3452,1:31:17,1:31:17,80,1227,1227,0:07:06,0:07:06,6:44:07,6:44:07,83,1223,1223,0:07:17,0:07:17,4:19:30,4:19:30,43,976,976,12:49:18
977,Jennifer Tryon,US,173,977,977,Finisher,791,F30-34,2667,1:24:19,1:24:19,149,937,937,0:07:09,0:07:09,6:31:06,6:31:06,169,1040,1040,0:06:15,0:06:15,4:40:32,4:40:32,173,977,977,12:49:21
978,Erika Paz Lemus,GT,158,978,978,Finisher,285,F35-39,2798,1:16:45,1:16:45,82,532,532,0:05:06,0:05:06,6:49:39,6:49:39,171,1137,1137,0:12:32,0:12:32,4:25:25,4:25:25,158,978,978,12:49:26
979,Waki Tanaka,JP,166,979,979,Finisher,1088,F40-44,2929,1:19:34,1:19:34,106,671,671,0:06:42,0:06:42,6:32:08,6:32:08,169,997,997,0:05:28,0:05:28,4:45:50,4:45:50,166,979,979,12:49:41
980,Heather Yun,US,91,980,980,Finisher,1093,F50-54,3045,1:30:12,1:30:12,137,1193,1193,0:08:50,0:08:50,6:50:17,6:50:17,154,1270,1270,0:10:09,0:10:09,4:10:20,4:10:20,91,980,980,12:49:48
981,Marion Berney,CH,44,981,981,Finisher,1511,F18-24,2909,1:24:07,1:24:07,51,922,922,0:07:47,0:07:47,5:50:17,5:50:17,29,517,517,0:08:45,0:08:45,5:19:22,5:19:22,44,981,981,12:50:18
982,MARIA AP DOS REIS BORGES DE SOUZA,,44,982,982,Finisher,571,F55-59,3440,1:18:12,1:18:12,24,586,586,0:06:10,0:06:10,6:14:36,6:14:36,34,765,765,0:09:26,0:09:26,5:01:55,5:01:55,44,982,982,12:50:18
983,Kristin Meurer,US,167,983,983,Finisher,1047,F40-44,2921,1:21:33,1:21:33,127,779,779,0:06:58,0:06:58,6:27:18,6:27:18,164,970,970,0:06:58,0:06:58,4:47:34,4:47:34,167,983,983,12:50:22
984,Claudia Karl,DE,45,984,984,Finisher,605,F55-59,3439,1:26:59,1:26:59,54,1054,1054,0:08:03,0:08:03,6:33:46,6:33:46,68,1113,1113,0:08:07,0:08:07,4:33:27,4:33:27,45,984,984,12:50:23
985,Valerie Piercey,CA,142,985,985,Finisher,1590,F45-49,2997,1:27:34,1:27:34,156,1087,1087,0:06:03,0:06:03,6:31:17,6:31:17,167,1073,1073,0:07:19,0:07:19,4:38:13,4:38:13,142,985,985,12:50:26
986,Daniela Ferrari,,92,986,986,Finisher,1092,F50-54,3031,1:24:51,1:24:51,107,969,969,0:09:46,0:09:46,6:27:41,6:27:41,105,1035,1035,0:12:26,0:12:26,4:36:14,4:36:14,92,986,986,12:50:58
987,Jacqueline Beaulieu,,168,987,987,Finisher,1084,F40-44,2913,1:26:39,1:26:39,167,1042,1042,0:09:09,0:09:09,6:42:45,6:42:45,195,1196,1196,0:08:26,0:08:26,4:24:02,4:24:02,168,987,987,12:51:01
988,Graciema Bertoletti,BR,93,988,988,Finisher,1266,F50-54,3029,1:15:31,1:15:31,37,497,497,0:06:34,0:06:34,6:45:00,6:45:00,117,1097,1097,0:08:03,0:08:03,4:35:58,4:35:58,93,988,988,12:51:06
989,?? (Mitsuko) ??? (Mizuno),JP,18,989,989,Finisher,411,F60-64,4099,1:15:04,1:15:04,8,475,475,0:06:35,0:06:35,6:29:28,6:29:28,12,921,921,0:06:25,0:06:25,4:53:45,4:53:45,18,989,989,12:51:16
990,Lisa Kuecker,US,46,990,990,Finisher,609,F55-59,3427,1:17:32,1:17:32,22,563,563,0:07:07,0:07:07,6:36:08,6:36:08,53,1022,1022,0:07:14,0:07:14,4:43:22,4:43:22,46,990,990,12:51:24
991,Maya Hayashi,JP,169,991,991,Finisher,922,F40-44,2908,1:23:43,1:23:43,150,909,909,0:11:39,0:11:39,5:50:04,5:50:04,96,555,555,0:09:38,0:09:38,5:16:22,5:16:22,169,991,991,12:51:25
992,Marie- Beatrice Galan,GP,94,992,992,Finisher,1301,F50-54,3023,1:21:41,1:21:41,84,793,793,0:06:59,0:06:59,6:04:59,6:04:59,51,690,690,0:08:10,0:08:10,5:09:51,5:09:51,94,992,992,12:51:38
993,Leah Hoole,,45,993,993,Finisher,1448,F18-24,2892,1:25:45,1:25:45,52,1017,1017,0:06:03,0:06:03,6:48:15,6:48:15,54,1208,1208,0:05:51,0:05:51,4:25:50,4:25:50,45,993,993,12:51:43
994,Mia Gentle,,95,994,994,Finisher,1257,F50-54,3018,1:28:50,1:28:50,130,1148,1148,0:08:54,0:08:54,6:13:43,6:13:43,85,928,928,0:08:20,0:08:20,4:52:14,4:52:14,95,994,994,12:52:02
995,Lara Sloan,,143,995,995,Finisher,1704,F45-49,2977,1:30:38,1:30:38,179,1204,1204,0:06:56,0:06:56,6:06:26,6:06:26,122,824,824,0:10:27,0:10:27,4:57:35,4:57:35,143,995,995,12:52:03
996,Louise Talman,,96,996,996,Finisher,1186,F50-54,3018,1:18:41,1:18:41,49,617,617,0:04:19,0:04:19,6:19:12,6:19:12,63,800,800,0:05:43,0:05:43,5:04:09,5:04:09,96,996,996,12:52:05
997,Cathrin Mundt,,174,997,997,Finisher,816,F30-34,2631,1:22:11,1:22:11,125,817,817,0:05:04,0:05:04,6:12:40,6:12:40,141,774,774,0:10:54,0:10:54,5:01:32,5:01:32,174,997,997,12:52:21
998,Diana Fuentes,,144,998,998,Finisher,1571,F45-49,2972,1:35:28,1:35:28,193,1336,1336,0:08:41,0:08:41,6:34:04,6:34:04,179,1193,1193,0:12:34,0:12:34,4:21:42,4:21:42,144,998,998,12:52:30
999,Ej Findlay,GB,47,999,999,Finisher,548,F55-59,3413,1:11:27,1:11:27,4,311,311,0:05:43,0:05:43,6:26:42,6:26:42,35,822,822,0:07:29,0:07:29,5:01:15,5:01:15,47,999,999,12:52:36
1000,Wu Shu,CN,145,1000,1000,Finisher,1632,F45-49,2969,2:17:04,2:17:04,237,1563,1563,0:07:23,0:07:23,6:21:18,6:21:18,214,1375,1375,0:09:50,0:09:50,3:57:07,3:57:07,145,1000,1000,12:52:42
1001,Inga Krause,DE,97,1001,1001,Finisher,1239,F50-54,3008,1:44:16,1:44:16,190,1471,1471,0:07:41,0:07:41,6:18:02,6:18:02,121,1123,1123,0:08:33,0:08:33,4:34:18,4:34:18,97,1001,1001,12:52:52
1002,Huiying Yang,CN,46,1002,1002,Finisher,1489,F18-24,2877,1:34:43,1:34:43,57,1317,1317,0:06:24,0:06:24,6:16:30,6:16:30,45,988,988,0:08:03,0:08:03,4:47:16,4:47:16,46,1002,1002,12:52:56
1003,Yuanyuan Liu,CN,159,1003,1003,Finisher,238,F35-39,2756,1:42:56,1:42:56,191,1461,1461,0:06:34,0:06:34,6:34:36,6:34:36,181,1235,1235,0:06:29,0:06:29,4:22:21,4:22:21,159,1003,1003,12:52:56
1004,Hannah Bizoumis,,160,1004,1004,Finisher,310,F35-39,2746,1:21:46,1:21:46,115,799,799,0:08:02,0:08:02,6:19:22,6:19:22,146,893,893,0:10:48,0:10:48,4:53:47,4:53:47,160,1004,1004,12:53:45
1005,Jamie Ronning,US,161,1005,1005,Finisher,320,F35-39,2744,1:08:54,1:08:54,32,230,230,0:05:24,0:05:24,6:27:01,6:27:01,130,790,790,0:06:35,0:06:35,5:06:01,5:06:01,161,1005,1005,12:53:54
1006,Beth Eardley,GB,175,1006,1006,Finisher,641,F30-34,2611,1:23:21,1:23:21,144,894,894,0:04:55,0:04:55,6:05:20,6:05:20,131,688,688,0:06:49,0:06:49,5:13:37,5:13:37,175,1006,1006,12:54:02
1007,Donna Oliver,AU,146,1007,1007,Finisher,1675,F45-49,2952,1:38:39,1:38:39,203,1386,1386,0:06:53,0:06:53,6:03:05,6:03:05,136,885,885,0:08:07,0:08:07,4:57:25,4:57:25,146,1007,1007,12:54:08
1008,Cindy Register,US,3,1008,1008,Finisher,427,F65-69,4717,1:32:32,1:32:32,15,1261,1261,0:05:32,0:05:32,6:14:31,6:14:31,4,939,939,0:05:31,0:05:31,4:56:06,4:56:06,3,1008,1008,12:54:11
1009,Anna Igonina,,147,1009,1009,Finisher,1607,F45-49,2950,1:45:57,1:45:57,223,1490,1490,0:07:10,0:07:10,6:50:33,6:50:33,211,1366,1366,0:10:45,0:10:45,3:59:56,3:59:56,147,1009,1009,12:54:20
1010,Karla Schipper,NL,148,1010,1010,Finisher,1624,F45-49,2947,1:19:34,1:19:34,87,672,672,0:04:20,0:04:20,6:03:45,6:03:45,78,588,588,0:07:40,0:07:40,5:19:13,5:19:13,148,1010,1010,12:54:32
1011,Katharina Horsch-Littig,,48,1011,1011,Finisher,503,F55-59,3389,1:37:28,1:37:28,105,1372,1372,0:06:44,0:06:44,6:29:51,6:29:51,73,1155,1155,0:06:25,0:06:25,4:34:08,4:34:08,48,1011,1011,12:54:35
1012,Josephine Lerch,,47,1012,1012,Finisher,1500,F18-24,2856,1:44:59,1:44:59,59,1480,1480,0:06:31,0:06:31,6:22:38,6:22:38,51,1156,1156,0:06:49,0:06:49,4:33:44,4:33:44,47,1012,1012,12:54:41
1013,Kitty Badger,US,19,1013,1013,Finisher,399,F60-64,4057,1:21:45,1:21:45,20,798,798,0:07:22,0:07:22,6:41:38,6:41:38,22,1131,1131,0:09:33,0:09:33,4:34:25,4:34:25,19,1013,1013,12:54:43
1014,Michelle Gallegos,,103,1014,1014,Finisher,1330,F25-29,2700,1:28:57,1:28:57,110,1153,1153,0:08:29,0:08:29,6:33:16,6:33:16,108,1129,1129,0:09:48,0:09:48,4:34:23,4:34:23,103,1014,1014,12:54:52
1015,Gabriela Egli,CH,149,1015,1015,Finisher,1692,F45-49,2942,1:28:03,1:28:03,165,1116,1116,0:05:31,0:05:31,6:32:57,6:32:57,168,1088,1088,0:05:33,0:05:33,4:42:52,4:42:52,149,1015,1015,12:54:57
1016,Karen Marita Peter,,162,1016,1016,Finisher,168,F35-39,2730,1:30:45,1:30:45,170,1208,1208,0:06:40,0:06:40,6:46:00,6:46:00,179,1229,1229,0:10:00,0:10:00,4:21:41,4:21:41,162,1016,1016,12:55:06
1017,Mhairi Wear,,98,1017,1017,Finisher,1099,F50-54,2981,1:38:22,1:38:22,173,1381,1381,0:06:40,0:06:40,6:18:42,6:18:42,111,1056,1056,0:08:15,0:08:15,4:43:10,4:43:10,98,1017,1017,12:55:09
1018,Dorte Hobson,DK,49,1018,1018,Finisher,515,F55-59,3381,1:14:08,1:14:08,9,424,424,0:04:03,0:04:03,6:46:42,6:46:42,56,1072,1072,0:07:27,0:07:27,4:42:54,4:42:54,49,1018,1018,12:55:14
1019,Céline Bousrez,FR,1,1019,1019,Finisher,113,FGuide,5000,1:33:10,1:33:10,2,1278,1278,0:04:54,0:04:54,6:20:53,6:20:53,1,1006,1006,0:08:05,0:08:05,4:48:37,4:48:37,1,1019,1019,12:55:38
1020,Susanne Bettin,DE,150,1020,1020,Finisher,1592,F45-49,2934,1:22:55,1:22:55,118,863,863,0:07:27,0:07:27,6:25:39,6:25:39,152,973,973,0:09:28,0:09:28,4:50:11,4:50:11,150,1020,1020,12:55:40
1021,Anne Hudkins,US,104,1021,1021,Finisher,1392,F25-29,2690,1:20:18,1:20:18,85,714,714,0:11:17,0:11:17,6:42:48,6:42:48,113,1159,1159,0:08:46,0:08:46,4:32:32,4:32:32,104,1021,1021,12:55:42
1022,Ashley Cheff,US,176,1022,1022,Finisher,643,F30-34,2587,1:09:09,1:09:09,42,236,236,0:04:28,0:04:28,6:13:56,6:13:56,121,587,587,0:05:56,0:05:56,5:22:33,5:22:33,176,1022,1022,12:56:01
1023,Catharina Garbers,,170,1023,1023,Finisher,1076,F40-44,2849,1:34:49,1:34:49,210,1322,1322,0:05:55,0:05:55,6:25:42,6:25:42,182,1086,1086,0:08:07,0:08:07,4:41:49,4:41:49,170,1023,1023,12:56:20
1024,Sandy Shefchik,US,50,1024,1024,Finisher,505,F55-59,3365,1:46:12,1:46:12,131,1496,1496,0:08:22,0:08:22,6:29:44,6:29:44,87,1238,1238,0:09:59,0:09:59,4:22:15,4:22:15,50,1024,1024,12:56:32
1025,Sarah Hart,,99,1025,1025,Finisher,1292,F50-54,2961,1:11:27,1:11:27,17,312,312,0:08:17,0:08:17,6:28:54,6:28:54,79,886,886,0:11:07,0:11:07,4:57:04,4:57:04,99,1025,1025,12:56:50
1026,Aisling Coppinger,IE,100,1026,1026,Finisher,1288,F50-54,2953,1:49:58,1:49:58,198,1522,1522,0:05:44,0:05:44,6:19:14,6:19:14,130,1166,1166,0:07:03,0:07:03,4:35:27,4:35:27,100,1026,1026,12:57:27
1027,Matilde Nieto,AR,101,1027,1027,Finisher,1125,F50-54,2952,1:17:20,1:17:20,39,552,552,0:06:05,0:06:05,6:21:30,6:21:30,73,838,838,0:06:03,0:06:03,5:06:36,5:06:36,101,1027,1027,12:57:34
1028,Larissa Salazar,,48,1028,1028,Finisher,1507,F18-24,2821,1:13:49,1:13:49,28,411,411,0:08:20,0:08:20,6:46:06,6:46:06,49,1107,1107,0:08:52,0:08:52,4:40:26,4:40:26,48,1028,1028,12:57:35
1029,Caroline Kennedy,,151,1029,1029,Finisher,1529,F45-49,2910,1:20:42,1:20:42,98,736,736,0:07:57,0:07:57,6:34:04,6:34:04,166,1044,1044,0:11:49,0:11:49,4:43:08,4:43:08,151,1029,1029,12:57:41
1030,Ria Bohrer,DE,102,1030,1030,Finisher,1181,F50-54,2950,1:25:30,1:25:30,113,1004,1004,0:06:16,0:06:16,6:29:28,6:29:28,102,1024,1024,0:12:00,0:12:00,4:44:29,4:44:29,102,1030,1030,12:57:42
1031,Agnes Urbanik,,163,1031,1031,Finisher,212,F35-39,2698,1:29:31,1:29:31,166,1167,1167,0:06:22,0:06:22,6:18:13,6:18:13,152,952,952,0:09:10,0:09:10,4:54:27,4:54:27,163,1031,1031,12:57:43
1032,Britta Dressler,DE,51,1032,1032,Finisher,553,F55-59,3351,1:29:41,1:29:41,70,1178,1178,0:08:59,0:08:59,6:00:11,6:00:11,33,764,764,0:09:02,0:09:02,5:09:52,5:09:52,51,1032,1032,12:57:46
1033,Jeanette Mucha,US,103,1033,1033,Finisher,1303,F50-54,2948,1:15:22,1:15:22,35,488,488,0:05:13,0:05:13,6:03:17,6:03:17,37,537,537,0:07:06,0:07:06,5:26:57,5:26:57,103,1033,1033,12:57:55
1034,Galit Heller,IL,52,1034,1034,Finisher,593,F55-59,3347,1:22:26,1:22:26,35,828,828,0:09:06,0:09:06,6:22:15,6:22:15,44,948,948,0:11:12,0:11:12,4:53:02,4:53:02,52,1034,1034,12:58:02
1035,Kaitlin Groves,,49,1035,1035,Finisher,1476,F18-24,2815,1:07:28,1:07:28,12,167,167,0:07:37,0:07:37,6:35:15,6:35:15,40,909,909,0:08:50,0:08:50,4:58:56,4:58:56,49,1035,1035,12:58:07
