rank,athlete_name,country,div_rank,gender_rank,overall_rank,designation,bib,division,points,swim_time,swim_time_detail,swim_div_rank,swim_gender_rank,swim_overall_rank,transition_1,transition_1_detail,bike_time,bike_time_detail,bike_div_rank,bike_gender_rank,bike_overall_rank,transition_2,transition_2_detail,run_time,run_time_detail,run_div_rank,run_gender_rank,run_overall_rank,finish_time
1036,Lizzie Rawson,GB,105,1036,1036,Finisher,1415,F25-29,2661,1:32:22,1:32:22,113,1253,1253,0:06:59,0:06:59,6:52:13,6:52:13,119,1281,1281,0:11:18,0:11:18,4:15:19,4:15:19,105,1036,1036,12:58:10
1037,Xuanhuong Tonnu,US,152,1037,1037,Finisher,1762,F45-49,2903,1:56:08,1:56:08,233,1535,1535,0:07:59,0:07:59,6:27:04,6:27:04,192,1277,1277,0:09:11,0:09:11,4:17:54,4:17:54,152,1037,1037,12:58:15
1038,Eija Pasanen,FI,104,1038,1038,Finisher,1311,F50-54,2943,1:29:36,1:29:36,132,1170,1170,0:07:16,0:07:16,6:35:02,6:35:02,123,1142,1142,0:09:22,0:09:22,4:37:01,4:37:01,104,1038,1038,12:58:18
1039,Charmaine Schmidt,AU,53,1039,1039,Finisher,569,F55-59,3342,1:27:18,1:27:18,56,1070,1070,0:09:15,0:09:15,6:44:59,6:44:59,82,1221,1221,0:13:50,0:13:50,4:23:06,4:23:06,53,1039,1039,12:58:28
1040,Mimi Ruslan,,171,1040,1040,Finisher,872,F40-44,2823,1:43:46,1:43:46,228,1466,1466,0:05:22,0:05:22,6:59:40,6:59:40,223,1390,1390,0:07:11,0:07:11,4:02:34,4:02:34,171,1040,1040,12:58:34
1041,Kirsten Miller,,54,1041,1041,Finisher,589,F55-59,3338,1:46:04,1:46:04,130,1493,1493,0:05:57,0:05:57,6:16:44,6:16:44,67,1111,1111,0:07:43,0:07:43,4:42:20,4:42:20,54,1041,1041,12:58:49
1042,Amanda Kull,US,164,1042,1042,Finisher,211,F35-39,2685,1:16:39,1:16:39,80,528,528,0:05:09,0:05:09,6:02:13,6:02:13,93,539,539,0:18:25,0:18:25,5:16:25,5:16:25,164,1042,1042,12:58:50
1043,Katie Davies,GB,172,1043,1043,Finisher,981,F40-44,2819,1:57:51,1:57:51,234,1540,1540,0:07:19,0:07:19,6:05:20,6:05:20,188,1125,1125,0:11:40,0:11:40,4:36:44,4:36:44,172,1043,1043,12:58:54
1044,Kerryn Adams,,173,1044,1044,Finisher,1004,F40-44,2816,1:38:28,1:38:28,217,1382,1382,0:06:21,0:06:21,6:27:00,6:27:00,191,1140,1140,0:08:06,0:08:06,4:39:11,4:39:11,173,1044,1044,12:59:06
1045,Jantine Marmarinos,NL,174,1045,1045,Finisher,1035,F40-44,2816,1:18:43,1:18:43,89,620,620,0:04:34,0:04:34,5:46:53,5:46:53,64,375,375,0:05:50,0:05:50,5:43:08,5:43:08,174,1045,1045,12:59:08
1046,Nicole Feuerstein,US,165,1046,1046,Finisher,159,F35-39,2680,0:58:03,0:58:03,3,30,30,0:06:03,0:06:03,6:25:22,6:25:22,107,619,619,0:08:30,0:08:30,5:21:16,5:21:16,165,1046,1046,12:59:14
1047,Diane Butler,CA,105,1047,1047,Finisher,1169,F50-54,2930,1:36:26,1:36:26,165,1346,1346,0:11:30,0:11:30,6:52:33,6:52:33,177,1350,1350,0:12:19,0:12:19,4:06:37,4:06:37,105,1047,1047,12:59:25
1048,Joëlle Theobald-Schmit,LU,55,1048,1048,Finisher,543,F55-59,3330,1:38:37,1:38:37,106,1385,1385,0:07:28,0:07:28,6:31:04,6:31:04,78,1184,1184,0:06:12,0:06:12,4:36:11,4:36:11,55,1048,1048,12:59:31
1049,Chloe Davies,,106,1049,1049,Finisher,1352,F25-29,2637,1:05:20,1:05:20,23,122,122,0:06:11,0:06:11,6:41:39,6:41:39,95,943,943,0:07:05,0:07:05,4:59:52,4:59:52,106,1049,1049,13:00:07
1050,Carys Davies,GB,177,1050,1050,Finisher,792,F30-34,2532,1:22:33,1:22:33,130,837,837,0:06:43,0:06:43,6:22:04,6:22:04,155,925,925,0:09:03,0:09:03,5:00:14,5:00:14,177,1050,1050,13:00:36
1051,Daniela Kaskivirta,FI,175,1051,1051,Finisher,839,F40-44,2793,1:32:55,1:32:55,199,1268,1268,0:06:42,0:06:42,6:28:19,6:28:19,185,1104,1104,0:07:17,0:07:17,4:45:49,4:45:49,175,1051,1051,13:01:02
1052,Lisa Cabiles,,176,1052,1052,Finisher,997,F40-44,2792,1:20:05,1:20:05,114,696,696,0:07:42,0:07:42,6:22:53,6:22:53,158,917,917,0:10:24,0:10:24,5:00:03,5:00:03,176,1052,1052,13:01:07
1053,Sybille Gläß,DE,153,1053,1053,Finisher,1522,F45-49,2867,1:17:19,1:17:19,67,549,549,0:08:12,0:08:12,6:12:54,6:12:54,113,761,761,0:09:43,0:09:43,5:13:06,5:13:06,153,1053,1053,13:01:13
1054,Cindy Wilkins,,177,1054,1054,Finisher,996,F40-44,2790,1:34:00,1:34:00,205,1298,1298,0:05:54,0:05:54,6:11:42,6:11:42,160,930,930,0:08:48,0:08:48,5:00:53,5:00:53,177,1054,1054,13:01:17
1055,Susanne Carpenter,US,106,1055,1055,Finisher,1206,F50-54,2906,1:25:43,1:25:43,114,1015,1015,0:10:32,0:10:32,6:27:48,6:27:48,112,1060,1060,0:09:04,0:09:04,4:48:15,4:48:15,106,1055,1055,13:01:22
1056,Gabriele Pauer,,20,1056,1056,Finisher,373,F60-64,3976,1:16:13,1:16:13,9,516,516,0:04:51,0:04:51,6:30:14,6:30:14,13,924,924,0:06:34,0:06:34,5:03:37,5:03:37,20,1056,1056,13:01:29
1057,Kim Flatto,US,178,1057,1057,Finisher,782,F30-34,2521,1:10:17,1:10:17,51,275,275,0:06:40,0:06:40,6:48:17,6:48:17,175,1074,1074,0:20:53,0:20:53,4:35:24,4:35:24,178,1057,1057,13:01:30
1058,Katrin Grigalat,DE,107,1058,1058,Finisher,1107,F50-54,2902,1:29:56,1:29:56,134,1185,1185,0:10:05,0:10:05,6:37:48,6:37:48,136,1189,1189,0:17:30,0:17:30,4:26:21,4:26:21,107,1058,1058,13:01:41
1059,Stefanie Otte,DE,56,1059,1059,Finisher,587,F55-59,3296,1:31:32,1:31:32,83,1232,1232,0:06:59,0:06:59,6:07:41,6:07:41,37,852,852,0:06:39,0:06:39,5:09:26,5:09:26,56,1059,1059,13:02:18
1060,Traci Seto,US,57,1060,1060,Finisher,549,F55-59,3295,1:38:54,1:38:54,108,1392,1392,0:11:04,0:11:04,6:10:27,6:10:27,52,1017,1017,0:08:54,0:08:54,4:53:06,4:53:06,57,1060,1060,13:02:25
1061,Cora Borrell i Sala,,166,1061,1061,Finisher,296,F35-39,2639,1:34:53,1:34:53,181,1324,1324,0:06:25,0:06:25,6:16:29,6:16:29,158,989,989,0:07:06,0:07:06,4:57:47,4:57:47,166,1061,1061,13:02:40
1062,Urszula Lapawa,,178,1062,1062,Finisher,945,F40-44,2768,1:29:54,1:29:54,188,1183,1183,0:07:47,0:07:47,6:31:05,6:31:05,186,1112,1112,0:13:56,0:13:56,4:40:25,4:40:25,178,1062,1062,13:03:08
1063,Tana Jackson,US,58,1063,1063,Finisher,491,F55-59,3286,1:31:28,1:31:28,82,1231,1231,0:05:18,0:05:18,6:00:21,6:00:21,28,739,739,0:07:23,0:07:23,5:18:41,5:18:41,58,1063,1063,13:03:10
1064,Shi-Hua Chin,,167,1064,1064,Finisher,154,F35-39,2627,1:33:23,1:33:23,175,1283,1283,0:05:07,0:05:07,6:22:57,6:22:57,161,1027,1027,0:08:15,0:08:15,4:53:55,4:53:55,167,1064,1064,13:03:38
1065,Cristina Andonegui,CL,59,1065,1065,Finisher,600,F55-59,3279,1:23:42,1:23:42,43,908,908,0:08:15,0:08:15,6:04:40,6:04:40,27,729,729,0:09:13,0:09:13,5:17:53,5:17:53,59,1065,1065,13:03:42
1066,Ann Juneau,,107,1066,1066,Finisher,1322,F25-29,2589,1:00:09,1:00:09,7,45,45,0:08:32,0:08:32,7:00:24,7:00:24,106,1114,1114,0:11:16,0:11:16,4:43:48,4:43:48,107,1066,1066,13:04:09
1067,Yu Mei KAO,,179,1067,1067,Finisher,1013,F40-44,2755,1:20:28,1:20:28,115,721,721,0:05:25,0:05:25,6:19:18,6:19:18,145,842,842,0:06:21,0:06:21,5:12:41,5:12:41,179,1067,1067,13:04:13
1068,Maria Lopez,US,180,1068,1068,Finisher,972,F40-44,2753,1:17:04,1:17:04,75,544,544,0:08:07,0:08:07,6:06:03,6:06:03,103,642,642,0:07:48,0:07:48,5:25:22,5:25:22,180,1068,1068,13:04:23
1069,Tobi Bisson,,60,1069,1069,Finisher,607,F55-59,3270,1:07:47,1:07:47,3,177,177,0:04:42,0:04:42,6:23:49,6:23:49,26,726,726,0:08:28,0:08:28,5:19:42,5:19:42,60,1069,1069,13:04:28
1070,Claudia Dienemann,DE,61,1070,1070,Finisher,560,F55-59,3270,1:30:18,1:30:18,73,1195,1195,0:08:22,0:08:22,6:36:12,6:36:12,74,1165,1165,0:09:31,0:09:31,4:40:08,4:40:08,61,1070,1070,13:04:31
1071,Anastasiia Krichmara,,168,1071,1071,Finisher,182,F35-39,2615,1:26:26,1:26:26,155,1035,1035,0:03:22,0:03:22,6:53:40,6:53:40,180,1230,1230,0:04:13,0:04:13,4:36:57,4:36:57,168,1071,1071,13:04:38
1072,Bianka Mikwauschk,,181,1072,1072,Finisher,855,F40-44,2748,1:35:38,1:35:38,214,1339,1339,0:06:21,0:06:21,6:17:21,6:17:21,171,1010,1010,0:11:39,0:11:39,4:53:50,4:53:50,181,1072,1072,13:04:48
1073,Kira Campbell,CA,108,1073,1073,Finisher,1095,F50-54,2862,1:18:59,1:18:59,53,630,630,0:06:40,0:06:40,6:35:36,6:35:36,103,1026,1026,0:07:53,0:07:53,4:55:56,4:55:56,108,1073,1073,13:05:05
1074,Ana María Guzmán Ortiz,CO,169,1074,1074,Finisher,225,F35-39,2606,1:24:47,1:24:47,144,965,965,0:07:09,0:07:09,6:56:50,6:56:50,185,1263,1263,0:04:56,0:04:56,4:31:41,4:31:41,169,1074,1074,13:05:23
1075,Olga Zvyagolskaya,DE,182,1075,1075,Finisher,1070,F40-44,2738,1:29:25,1:29:25,184,1164,1164,0:16:07,0:16:07,6:52:35,6:52:35,216,1338,1338,0:11:27,0:11:27,4:16:02,4:16:02,182,1075,1075,13:05:35
1076,Elena Massa-Musiak,,183,1076,1076,Finisher,1012,F40-44,2738,1:22:15,1:22:15,136,821,821,0:08:28,0:08:28,6:12:00,6:12:00,138,809,809,0:10:31,0:10:31,5:12:24,5:12:24,183,1076,1076,13:05:38
1077,Coralie Bourbeau,,50,1077,1077,Finisher,1512,F18-24,2720,1:09:37,1:09:37,18,252,252,0:08:28,0:08:28,6:34:17,6:34:17,42,937,937,0:24:28,0:24:28,4:49:10,4:49:10,50,1077,1077,13:06:00
1078,Brooke Kemsley,NZ,184,1078,1078,Finisher,888,F40-44,2733,1:22:28,1:22:28,137,831,831,0:10:12,0:10:12,6:17:09,6:17:09,156,901,901,0:12:15,0:12:15,5:03:58,5:03:58,184,1078,1078,13:06:01
1079,Katja Kessler,DE,21,1079,1079,Finisher,377,F60-64,3922,1:18:18,1:18:18,10,598,598,0:06:02,0:06:02,6:41:25,6:41:25,17,1076,1076,0:08:26,0:08:26,4:51:52,4:51:52,21,1079,1079,13:06:02
1080,Lisa Andersen,,62,1080,1080,Finisher,475,F55-59,3251,1:25:38,1:25:38,46,1009,1009,0:07:58,0:07:58,6:04:18,6:04:18,30,749,749,0:10:02,0:10:02,5:18:09,5:18:09,62,1080,1080,13:06:05
1081,Bonnie Ritchotte,US,109,1081,1081,Finisher,1249,F50-54,2847,1:33:03,1:33:03,155,1273,1273,0:12:07,0:12:07,6:31:22,6:31:22,134,1176,1176,0:11:44,0:11:44,4:38:00,4:38:00,109,1081,1081,13:06:16
1082,Charlotte O'Neill,US,63,1082,1082,Finisher,508,F55-59,3248,1:39:34,1:39:34,111,1405,1405,0:07:12,0:07:12,6:52:13,6:52:13,96,1341,1341,0:11:29,0:11:29,4:15:49,4:15:49,63,1082,1082,13:06:17
1083,Sophie Fretwell,GB,108,1083,1083,Finisher,1340,F25-29,2562,1:28:54,1:28:54,109,1152,1152,0:05:15,0:05:15,6:44:48,6:44:48,115,1200,1200,0:07:47,0:07:47,4:39:39,4:39:39,108,1083,1083,13:06:23
1084,Claudia Litscher,CH,154,1084,1084,Finisher,1743,F45-49,2798,1:38:48,1:38:48,206,1390,1390,0:05:34,0:05:34,6:33:13,6:33:13,177,1187,1187,0:06:54,0:06:54,4:42:31,4:42:31,154,1084,1084,13:07:00
1085,Katrin Ruckstuhl,,155,1085,1085,Finisher,1585,F45-49,2798,1:28:47,1:28:47,169,1146,1146,0:06:06,0:06:06,6:13:42,6:13:42,134,883,883,0:09:31,0:09:31,5:08:54,5:08:54,155,1085,1085,13:07:01
1086,Canela Gianatelli,,185,1086,1086,Finisher,1071,F40-44,2717,1:27:52,1:27:52,178,1104,1104,0:12:24,0:12:24,6:46:46,6:46:46,206,1254,1254,0:13:54,0:13:54,4:26:27,4:26:27,185,1086,1086,13:07:23
1087,Catrin Jones,GB,170,1087,1087,Finisher,248,F35-39,2581,1:10:39,1:10:39,49,289,289,0:04:19,0:04:19,6:18:25,6:18:25,118,685,685,0:10:35,0:10:35,5:23:33,5:23:33,170,1087,1087,13:07:31
1088,Maria Marrocu,DE,171,1088,1088,Finisher,213,F35-39,2577,1:24:43,1:24:43,142,960,960,0:05:02,0:05:02,6:25:35,6:25:35,155,965,965,0:07:54,0:07:54,5:04:39,5:04:39,171,1088,1088,13:07:52
1089,Katrin Mutter,DE,110,1089,1089,Finisher,1094,F50-54,2820,1:20:35,1:20:35,69,727,727,0:06:50,0:06:50,6:45:57,6:45:57,125,1151,1151,0:07:56,0:07:56,4:47:17,4:47:17,110,1089,1089,13:08:34
1090,Jennifer Roost,US,111,1090,1090,Finisher,1184,F50-54,2811,1:12:49,1:12:49,25,380,380,0:08:15,0:08:15,6:43:11,6:43:11,113,1063,1063,0:06:42,0:06:42,4:58:21,4:58:21,111,1090,1090,13:09:18
1091,Sofia Nordbeck,SE,51,1091,1091,Finisher,1450,F18-24,2675,1:19:50,1:19:50,42,684,684,0:06:50,0:06:50,6:50:10,6:50:10,53,1182,1182,0:09:00,0:09:00,4:43:57,4:43:57,51,1091,1091,13:09:45
1092,Heidi Geelen,,156,1092,1092,Finisher,1654,F45-49,2762,1:31:41,1:31:41,184,1239,1239,0:07:03,0:07:03,6:22:00,6:22:00,164,1021,1021,0:09:12,0:09:12,5:00:00,5:00:00,156,1092,1092,13:09:57
1093,Gillian Perlette,CA,179,1093,1093,Finisher,636,F30-34,2416,1:19:01,1:19:01,109,631,631,0:07:57,0:07:57,6:52:01,6:52:01,184,1201,1201,0:06:37,0:06:37,4:44:43,4:44:43,179,1093,1093,13:10:19
1094,Egle Ciuzaite,LT,157,1094,1094,Finisher,1573,F45-49,2758,2:00:59,2:00:59,234,1551,1551,0:10:09,0:10:09,6:44:16,6:44:16,217,1418,1418,0:11:51,0:11:51,4:03:05,4:03:05,157,1094,1094,13:10:21
1095,Pascale Lercangee,,22,1095,1095,Finisher,372,F60-64,3869,1:31:23,1:31:23,46,1230,1230,0:06:53,0:06:53,6:16:01,6:16:01,14,954,954,0:08:56,0:08:56,5:07:13,5:07:13,22,1095,1095,13:10:26
1096,Linda Halloran,CA,112,1096,1096,Finisher,1202,F50-54,2796,1:27:33,1:27:33,121,1085,1085,0:07:11,0:07:11,6:23:15,6:23:15,94,992,992,0:08:33,0:08:33,5:04:01,5:04:01,112,1096,1096,13:10:34
1097,Ulrika Svensson,SE,64,1097,1097,Finisher,501,F55-59,3196,1:38:59,1:38:59,109,1395,1395,0:08:26,0:08:26,6:16:34,6:16:34,54,1058,1058,0:11:17,0:11:17,4:55:23,4:55:23,64,1097,1097,13:10:39
1098,Jeannie Gilbert,US,113,1098,1098,Finisher,1220,F50-54,2792,1:30:48,1:30:48,141,1209,1209,0:06:43,0:06:43,6:08:40,6:08:40,75,851,851,0:07:28,0:07:28,5:17:12,5:17:12,113,1098,1098,13:10:51
1099,Leonie Burling,,158,1099,1099,Finisher,1617,F45-49,2751,1:11:47,1:11:47,32,325,325,0:05:45,0:05:45,6:30:13,6:30:13,132,872,872,0:07:48,0:07:48,5:15:21,5:15:21,158,1099,1099,13:10:55
1100,Andrea Mitchell-Pasquale,US,172,1100,1100,Finisher,130,F35-39,2536,1:07:31,1:07:31,25,169,169,0:04:39,0:04:39,6:38:05,6:38:05,148,907,907,0:06:26,0:06:26,5:14:33,5:14:33,172,1100,1100,13:11:15
1101,sarah gilchrist,CA,173,1101,1101,Finisher,317,F35-39,2530,1:22:51,1:22:51,125,856,856,0:07:42,0:07:42,6:43:56,6:43:56,173,1161,1161,0:13:06,0:13:06,4:44:10,4:44:10,173,1101,1101,13:11:45
1102,Laurine Thomas,,180,1102,1102,Finisher,661,F30-34,2398,1:33:05,1:33:05,186,1275,1275,0:07:08,0:07:08,6:23:04,6:23:04,170,1051,1051,0:05:02,0:05:02,5:03:26,5:03:26,180,1102,1102,13:11:45
1103,Alexis Smith,,114,1103,1103,Finisher,1142,F50-54,2776,1:09:44,1:09:44,14,258,258,0:04:37,0:04:37,6:20:59,6:20:59,57,714,714,0:05:54,0:05:54,5:30:57,5:30:57,114,1103,1103,13:12:11
1104,Zinta Zarins,US,159,1104,1104,Finisher,1626,F45-49,2726,1:14:58,1:14:58,51,465,465,0:08:03,0:08:03,6:32:30,6:32:30,151,968,968,0:09:42,0:09:42,5:07:45,5:07:45,159,1104,1104,13:12:58
1105,Pascale Bergiers,,65,1105,1105,Finisher,618,F55-59,3168,1:47:25,1:47:25,134,1505,1505,0:07:30,0:07:30,6:29:37,6:29:37,88,1242,1242,0:09:38,0:09:38,4:38:49,4:38:49,65,1105,1105,13:12:59
1106,Suzanne Loftus,US,160,1106,1106,Finisher,1587,F45-49,2724,1:27:18,1:27:18,147,1068,1068,0:04:55,0:04:55,6:14:17,6:14:17,129,862,862,0:06:05,0:06:05,5:20:35,5:20:35,160,1106,1106,13:13:09
1107,Hyojoo Jang,KR,174,1107,1107,Finisher,156,F35-39,2512,1:41:51,1:41:51,190,1446,1446,0:09:35,0:09:35,6:44:13,6:44:13,189,1317,1317,0:07:12,0:07:12,4:30:25,4:30:25,174,1107,1107,13:13:17
1108,Yiling Wang,,161,1108,1108,Finisher,1761,F45-49,2720,1:27:34,1:27:34,155,1086,1086,0:11:44,0:11:44,6:38:37,6:38:37,178,1191,1191,0:12:50,0:12:50,4:42:45,4:42:45,161,1108,1108,13:13:31
1109,Laura Bunn,US,181,1109,1109,Finisher,714,F30-34,2377,1:27:00,1:27:00,166,1056,1056,0:12:37,0:12:37,6:31:03,6:31:03,179,1128,1128,0:10:25,0:10:25,4:52:26,4:52:26,181,1109,1109,13:13:31
1110,Rebecca Suhr,,109,1110,1110,Finisher,1342,F25-29,2474,1:22:51,1:22:51,93,855,855,0:04:15,0:04:15,6:36:49,6:36:49,101,1057,1057,0:04:42,0:04:42,5:05:06,5:05:06,109,1110,1110,13:13:42
1111,Carolina Quiroga,US,162,1111,1111,Finisher,1651,F45-49,2716,1:29:12,1:29:12,171,1160,1160,0:05:53,0:05:53,6:14:48,6:14:48,141,903,903,0:07:34,0:07:34,5:16:21,5:16:21,162,1111,1111,13:13:48
1112,Sabra Hanson,US,66,1112,1112,Finisher,519,F55-59,3156,1:14:37,1:14:37,11,439,439,0:10:57,0:10:57,6:33:06,6:33:06,51,1001,1001,0:10:17,0:10:17,5:05:04,5:05:04,66,1112,1112,13:14:01
1113,Melissa Brust Wilson,CA,186,1113,1113,Finisher,1062,F40-44,2637,1:33:56,1:33:56,204,1294,1294,0:06:35,0:06:35,6:45:15,6:45:15,204,1246,1246,0:08:00,0:08:00,4:40:18,4:40:18,186,1113,1113,13:14:04
1114,Denise Kottwitz,DE,163,1114,1114,Finisher,1668,F45-49,2706,1:15:13,1:15:13,54,480,480,0:07:07,0:07:07,6:56:33,6:56:33,180,1199,1199,0:11:26,0:11:26,4:44:19,4:44:19,163,1114,1114,13:14:39
1115,Katrien Wybouw,BE,164,1115,1115,Finisher,1650,F45-49,2705,1:18:34,1:18:34,78,612,612,0:04:36,0:04:36,6:13:43,6:13:43,107,734,734,0:06:40,0:06:40,5:31:12,5:31:12,164,1115,1115,13:14:44
1116,Betiina Friederikke Hertel,,115,1116,1116,Finisher,1219,F50-54,2745,1:20:06,1:20:06,62,699,699,0:06:50,0:06:50,6:31:46,6:31:46,98,1003,1003,0:12:14,0:12:14,5:03:51,5:03:51,115,1116,1116,13:14:47
1117,Nadine Peterseim,,187,1117,1117,Finisher,966,F40-44,2623,1:34:48,1:34:48,209,1321,1321,0:07:15,0:07:15,6:38:19,6:38:19,198,1212,1212,0:09:01,0:09:01,4:45:51,4:45:51,187,1117,1117,13:15:14
1118,Chiharu Chiba,JP,116,1118,1118,Finisher,1294,F50-54,2737,1:12:46,1:12:46,23,376,376,0:05:58,0:05:58,6:37:12,6:37:12,92,972,972,0:09:52,0:09:52,5:09:37,5:09:37,116,1118,1118,13:15:26
1119,Claire Kunc,AU,175,1119,1119,Finisher,257,F35-39,2486,1:21:47,1:21:47,116,800,800,0:04:19,0:04:19,6:36:20,6:36:20,163,1036,1036,0:05:51,0:05:51,5:07:09,5:07:09,175,1119,1119,13:15:27
1120,Lesley Turner Hall,,117,1120,1120,Finisher,1275,F50-54,2735,1:27:41,1:27:41,122,1095,1095,0:05:34,0:05:34,6:42:09,6:42:09,131,1171,1171,0:08:55,0:08:55,4:51:21,4:51:21,117,1120,1120,13:15:39
1121,Amy Rappaport,,4,1121,1121,Finisher,421,F65-69,4459,1:19:08,1:19:08,5,642,642,0:06:07,0:06:07,7:09:29,7:09:29,11,1306,1306,0:14:39,0:14:39,4:26:17,4:26:17,4,1121,1121,13:15:40
1122,Natasha Barton,GB,188,1122,1122,Finisher,970,F40-44,2615,1:19:07,1:19:07,97,639,639,0:06:20,0:06:20,6:45:27,6:45:27,190,1132,1132,0:06:38,0:06:38,4:58:18,4:58:18,188,1122,1122,13:15:51
1123,Abby Romo,,52,1123,1123,Finisher,1501,F18-24,2601,1:21:41,1:21:41,47,795,795,0:04:49,0:04:49,7:06:29,7:06:29,55,1292,1292,0:06:34,0:06:34,4:36:26,4:36:26,52,1123,1123,13:15:59
1124,Ricki Reincke,US,23,1124,1124,Finisher,415,F60-64,3801,1:20:03,1:20:03,14,695,695,0:06:53,0:06:53,6:36:46,6:36:46,16,1055,1055,0:07:11,0:07:11,5:05:15,5:05:15,23,1124,1124,13:16:07
1125,Denise Rhodes,,24,1125,1125,Finisher,418,F60-64,3791,1:14:49,1:14:49,5,452,452,0:07:56,0:07:56,6:09:07,6:09:07,7,654,654,0:09:36,0:09:36,5:35:29,5:35:29,24,1125,1125,13:16:55
1126,Sabine Bird,,189,1126,1126,Finisher,982,F40-44,2590,1:23:00,1:23:00,139,866,866,0:06:55,0:06:55,6:06:33,6:06:33,122,728,728,0:05:29,0:05:29,5:36:02,5:36:02,189,1126,1126,13:17:59
1127,Akari Kawai,JP,190,1127,1127,Finisher,1083,F40-44,2589,1:34:08,1:34:08,207,1302,1302,0:10:04,0:10:04,7:06:15,7:06:15,225,1397,1397,0:08:31,0:08:31,4:19:04,4:19:04,190,1127,1127,13:18:02
1128,Hsiulu Lin,,118,1128,1128,Finisher,1254,F50-54,2692,1:30:22,1:30:22,138,1196,1196,0:10:48,0:10:48,6:36:42,6:36:42,137,1190,1190,0:11:04,0:11:04,4:50:19,4:50:19,118,1128,1128,13:19:14
1129,Ana Maria Garcia,CA,182,1129,1129,Finisher,697,F30-34,2308,1:28:51,1:28:51,177,1149,1149,0:06:14,0:06:14,7:06:51,7:06:51,191,1358,1358,0:07:04,0:07:04,4:30:16,4:30:16,182,1129,1129,13:19:17
1130,Roxana Noguera Watty,,191,1130,1130,Finisher,919,F40-44,2568,1:23:13,1:23:13,145,888,888,0:10:04,0:10:04,6:55:27,6:55:27,208,1262,1262,0:11:56,0:11:56,4:39:05,4:39:05,191,1130,1130,13:19:46
1131,Emma Tucker,,176,1131,1131,Finisher,270,F35-39,2432,1:24:34,1:24:34,139,948,948,0:06:16,0:06:16,6:35:10,6:35:10,167,1079,1079,0:08:29,0:08:29,5:05:24,5:05:24,176,1131,1131,13:19:53
1132,Debra Daley,US,67,1132,1132,Finisher,579,F55-59,3084,1:16:55,1:16:55,21,541,541,0:09:25,0:09:25,6:24:13,6:24:13,40,914,914,0:09:36,0:09:36,5:19:49,5:19:49,67,1132,1132,13:19:58
1133,Isabelle Goulay,FR,68,1133,1133,Finisher,583,F55-59,3084,1:33:57,1:33:57,91,1295,1295,0:06:31,0:06:31,6:27:44,6:27:44,65,1105,1105,0:15:10,0:15:10,4:56:38,4:56:38,68,1133,1133,13:20:01
1134,Chiharu Onuki,,69,1134,1134,Finisher,617,F55-59,3081,1:31:39,1:31:39,85,1238,1238,0:06:08,0:06:08,6:59:42,6:59:42,95,1333,1333,0:08:48,0:08:48,4:33:55,4:33:55,69,1134,1134,13:20:12
1135,Julie Wilford,ZA,119,1135,1135,Finisher,1205,F50-54,2678,1:27:15,1:27:15,120,1066,1066,0:06:06,0:06:06,6:46:44,6:46:44,142,1210,1210,0:09:28,0:09:28,4:50:48,4:50:48,119,1135,1135,13:20:22
1136,Karolina Krizova,CZ,110,1136,1136,Finisher,1430,F25-29,2392,1:28:22,1:28:22,108,1128,1128,0:05:08,0:05:08,6:37:57,6:37:57,110,1136,1136,0:08:10,0:08:10,5:00:57,5:00:57,110,1136,1136,13:20:35
1137,Sara Kaczko,IT,165,1137,1137,Finisher,1627,F45-49,2633,1:25:47,1:25:47,137,1021,1021,0:08:13,0:08:13,5:57:35,5:57:35,91,649,649,0:16:36,0:16:36,5:32:34,5:32:34,165,1137,1137,13:20:45
1138,Kunyang Yuan,CN,177,1138,1138,Finisher,233,F35-39,2421,1:35:37,1:35:37,183,1337,1337,0:10:49,0:10:49,6:34:15,6:34:15,178,1214,1214,0:14:05,0:14:05,4:46:04,4:46:04,177,1138,1138,13:20:51
1139,Shiyi Sun,CN,178,1139,1139,Finisher,152,F35-39,2412,1:39:26,1:39:26,189,1400,1400,0:08:11,0:08:11,7:06:57,7:06:57,192,1413,1413,0:06:46,0:06:46,4:20:14,4:20:14,178,1139,1139,13:21:35
1140,Katie Brewster,US,166,1140,1140,Finisher,1597,F45-49,2615,1:30:06,1:30:06,176,1188,1188,0:12:25,0:12:25,6:34:20,6:34:20,175,1183,1183,0:23:00,0:23:00,4:42:23,4:42:23,166,1140,1140,13:22:15
1141,Tammy Owens,AU,167,1141,1141,Finisher,1657,F45-49,2614,1:19:08,1:19:08,80,640,640,0:08:14,0:08:14,6:34:17,6:34:17,165,1030,1030,0:10:28,0:10:28,5:10:13,5:10:13,167,1141,1141,13:22:19
1142,Hannah Gillespie,GB,111,1142,1142,Finisher,1368,F25-29,2370,1:04:54,1:04:54,21,109,109,0:07:42,0:07:42,6:33:50,6:33:50,89,859,859,0:09:24,0:09:24,5:26:32,5:26:32,111,1142,1142,13:22:23
1143,Solange Bedard,,5,1143,1143,Finisher,430,F65-69,4377,1:28:44,1:28:44,14,1145,1145,0:06:29,0:06:29,7:00:28,7:00:28,12,1319,1319,0:09:48,0:09:48,4:36:59,4:36:59,5,1143,1143,13:22:28
1144,Barbara Cina,CA,168,1144,1144,Finisher,1690,F45-49,2612,1:27:09,1:27:09,146,1065,1065,0:05:39,0:05:39,6:22:01,6:22:01,150,960,960,0:09:20,0:09:20,5:18:21,5:18:21,168,1144,1144,13:22:30
